timestamp,cpu,voltage,cpu_z,voltage_z,relation_signal,label,mdissid_similarity_score,mdissid_threshold,is_anomaly,mdissid_dim0_score,mdissid_dim1_score,anomaly_region_id
2025-10-16 03:34:30,37.104183,12.0,-140.06494997631404,1.174785691940914,-138.89016428437313,0,0.0,0.5,0,0.07131736,0.09773987,-1
2025-10-16 03:35:00,37.783622,12.0,-132.85494184038131,1.174785691940914,-131.6801561484404,0,0.0,0.5,0,0.11873085,0.107792586,-1
2025-10-16 03:35:30,32.772251999999995,12.0,-186.0341359581301,1.174785691940914,-184.85935026618918,0,0.0,0.5,0,0.19247814,0.13517179,-1
2025-10-16 03:36:00,32.144352,12.0,-192.69722728575792,1.174785691940914,-191.522441593817,0,0.0,0.5,0,0.20011272,0.142925,-1
2025-10-16 03:36:30,37.028722,12.0,-140.86572005861075,1.174785691940914,-139.69093436666984,0,0.0,0.5,0,0.12086894,0.17294815,-1
2025-10-16 03:37:00,37.575002,12.0,-135.06875632161996,1.174785691940914,-133.89397062967905,0,0.0,0.5,0,0.15351072,0.15978181,-1
2025-10-16 03:37:30,32.849006,12.0,-185.21964493764784,1.174785691940914,-184.04485924570693,0,0.0,0.5,0,0.22706091,0.16735333,-1
2025-10-16 03:38:00,32.221873,12.0,-191.8745970853931,1.174785691940914,-190.6998113934522,0,0.0,0.5,0,0.2390275,0.16117473,-1
2025-10-16 03:38:30,36.381424,12.0,-147.73465729414323,1.174785691940914,-146.55987160220232,0,0.0,0.5,0,0.1739416,0.17893328,-1
2025-10-16 03:39:00,37.760637,12.0,-133.09885194416458,1.174785691940914,-131.92406625222367,0,0.0,0.5,0,0.18325302,0.16916536,-1
2025-10-16 03:39:30,33.220026000000004,12.0,-181.2824891096872,1.174785691940914,-180.10770341774628,0,0.0,0.5,0,0.21834496,0.16165571,-1
2025-10-16 03:40:00,31.935236000000003,12.0,-194.9163051740653,1.174785691940914,-193.74151948212437,0,0.0,0.5,0,0.24290316,0.13854323,-1
2025-10-16 03:40:30,35.72686,12.0,-154.68069919855063,1.174785691940914,-153.50591350660972,0,0.0,0.5,0,0.19052702,0.13904223,-1
2025-10-16 03:41:00,37.411346,12.0,-136.80542597333877,1.174785691940914,-135.63064028139786,0,0.0,0.5,0,0.18550596,0.11724935,-1
2025-10-16 03:41:30,34.138941,11.904,-171.5312316366387,0.0,-171.5312316366387,0,0.0,0.5,0,0.23075289,0.12277456,-1
2025-10-16 03:42:00,31.879892,12.0,-195.5035995305492,1.174785691940914,-194.32881383860828,0,0.0,0.5,0,0.25727576,0.12451096,-1
2025-10-16 03:42:30,34.982618,12.0,-162.57837783504755,1.174785691940914,-161.40359214310664,0,0.0,0.5,0,0.21239452,0.12132359,-1
2025-10-16 03:43:00,37.540754,12.0,-135.43218609035475,1.174785691940914,-134.25740039841384,0,0.0,0.5,0,0.19626947,0.13010736,-1
2025-10-16 03:43:30,34.481095,12.0,-167.9003933660332,1.174785691940914,-166.7256076740923,0,0.0,0.5,0,0.21653688,0.13688412,-1
2025-10-16 03:44:00,31.978339000000005,12.0,-194.4589087327613,1.174785691940914,-193.2841230408204,0,0.0,0.5,0,0.23794433,0.13496229,-1
2025-10-16 03:44:30,34.653161,12.0,-166.07447925171633,1.174785691940914,-164.89969355977541,0,0.0,0.5,0,0.18463357,0.14107834,-1
2025-10-16 03:45:00,37.393889,11.904,-136.99067455640358,0.0,-136.99067455640358,0,0.0,0.5,0,0.14384228,0.17562039,-1
2025-10-16 03:45:30,35.140387000000004,12.0,-160.90417930714736,1.174785691940914,-159.72939361520645,0,0.0,0.5,0,0.15800625,0.1482604,-1
2025-10-16 03:46:00,32.043763,11.904,-193.76464836165337,0.0,-193.76464836165337,0,0.0,0.5,0,0.20752534,0.19834845,-1
2025-10-16 03:46:30,33.98961799999999,12.0,-173.11580368046006,1.174785691940914,-171.94101798851915,0,0.0,0.5,0,0.14534795,1.1826797,-1
2025-10-16 03:47:00,37.044476,12.0,-140.69854321392933,1.174785691940914,-139.52375752198841,0,0.0,0.5,0,0.079078145,1.1826797,-1
2025-10-16 03:47:30,35.230125,12.0,-159.95190587258986,1.174785691940914,-158.77712018064895,0,0.0,0.5,0,0.14870676,1.1826797,-1
2025-10-16 03:48:00,32.434809,12.0,-189.61498247328964,1.174785691940914,-188.44019678134873,0,0.0,0.5,0,0.19236721,1.1826797,-1
2025-10-16 03:48:30,33.911052,12.0,-173.9495231154758,1.174785691940914,-172.7747374235349,0,0.0,0.5,0,0.13683115,1.1826797,-1
2025-10-16 03:49:00,36.675815,12.0,-144.6106660231898,1.174785691940914,-143.43588033124888,0,0.0,0.5,0,0.0663091,0.1826438,-1
2025-10-16 03:49:30,35.51653,12.0,-156.91265970012725,1.174785691940914,-155.73787400818634,0,0.0,0.5,0,0.13932839,0.18469143,-1
2025-10-16 03:50:00,32.41202199999999,12.0,-189.85679145892863,1.174785691940914,-188.68200576698771,0,0.0,0.5,0,0.17667758,0.18005697,-1
2025-10-16 03:50:30,33.504204,12.0,-178.26687521049527,1.174785691940914,-177.09208951855436,0,0.0,0.5,0,0.14720128,0.16222574,-1
2025-10-16 03:51:00,36.592552,12.0,-145.49422864974224,1.174785691940914,-144.31944295780133,0,0.0,0.5,0,0.08963832,0.1324645,-1
2025-10-16 03:51:30,35.881879999999995,12.0,-153.03567225539277,1.174785691940914,-151.86088656345186,0,0.0,0.5,0,0.14798585,0.09773987,-1
2025-10-16 03:52:00,32.501833000000005,12.0,-188.90374336970157,1.174785691940914,-187.72895767776066,0,0.0,0.5,0,0.17708161,0.107792586,-1
2025-10-16 03:52:30,33.058342,12.0,-182.99823247362443,1.174785691940914,-181.82344678168351,0,0.0,0.5,0,0.16562583,0.12087403,-1
2025-10-16 03:53:00,36.844205,12.0,-142.82376054674566,1.174785691940914,-141.64897485480475,0,0.0,0.5,0,0.102726355,0.13902313,-1
2025-10-16 03:53:30,36.812722,12.0,-143.15784894341346,1.174785691940914,-141.98306325147254,0,0.0,0.5,0,0.14027183,0.12954284,-1
2025-10-16 03:54:00,32.826633,12.0,-185.45706067625756,1.174785691940914,-184.28227498431664,0,0.0,0.5,0,0.16707483,0.13474812,-1
2025-10-16 03:54:30,32.301807999999994,12.0,-191.02635022239917,1.174785691940914,-189.85156453045826,0,0.0,0.5,0,0.16334887,0.12456845,-1
2025-10-16 03:55:00,36.852409,12.0,-142.73670209595434,1.174785691940914,-141.56191640401343,0,0.0,0.5,0,0.07873085,0.12950745,-1
2025-10-16 03:55:30,37.347603,12.0,-137.48184806363497,1.174785691940914,-136.30706237169406,0,0.0,0.5,0,0.11651994,0.12642334,-1
2025-10-16 03:56:00,32.701256,12.0,-186.7875247650997,1.174785691940914,-185.6127390731588,0,0.0,0.5,0,0.16763897,0.14665914,-1
2025-10-16 03:56:30,32.061617,12.0,-193.57518693059194,1.174785691940914,-192.40040123865103,0,0.0,0.5,0,0.17089438,0.13912895,-1
2025-10-16 03:57:00,36.988379,12.0,-141.29382818638666,1.174785691940914,-140.11904249444575,0,0.0,0.5,0,0.07972044,0.12809645,-1
2025-10-16 03:57:30,37.683218,12.0,-133.92039975033381,1.174785691940914,-132.7456140583929,0,0.0,0.5,0,0.12246556,0.1128442,-1
2025-10-16 03:58:00,32.68132799999999,12.0,-186.99899487813843,1.174785691940914,-185.82420918619752,0,0.0,0.5,0,0.2031569,0.08737778,-1
2025-10-16 03:58:30,31.906873000000004,11.904,-195.217285042397,0.0,-195.217285042397,0,0.0,0.5,0,0.21331175,0.13254979,-1
2025-10-16 03:59:00,36.862232,12.0,-142.63246329023485,1.174785691940914,-141.45767759829394,0,0.0,0.5,0,0.13944411,0.11818795,-1
2025-10-16 03:59:30,37.550843,12.0,-135.32512457036043,1.174785691940914,-134.15033887841952,0,0.0,0.5,0,0.16170192,0.13108858,-1
