-180.09739480599742,0
-182.53529075261625,0
-140.13579838106196,0
-139.75549135345008,0
-183.95390165467802,0
-186.0053676182842,0
-136.29731021222582,0
-134.09990143124605,0
-181.97866423167426,0
-187.95824484819556,0
-140.41724209533388,0
-127.78275177789857,0
-180.1310491749063,0
-192.18520177269943,0
-149.0265100217763,0
-134.33352414669608,0
-170.7765210096691,0
-192.52364561304032,0
-158.7432582210591,0
-131.06668270881386,0
-160.80371826940464,0
-188.8882443080808,0
-170.7189737182696,0
-139.47122956837842,0
-150.15985699475812,0
-184.06843381696348,0
-183.37419931274619,0
-138.2626727787428,0
-140.01837519077975,0
-183.63452572849604,0
-189.8876231135626,0
-140.97907896480555,0
-133.77959764301048,0
-184.9747313650986,0
-188.90650705720466,0
-135.01248707863155,0
-130.77257458366145,0
-181.20400956227343,0
-188.48422475701096,0
-148.3804586392037,0
-131.40847520534447,0
-171.19229833298138,0
-189.68894010842303,0
-160.0367617316338,0
-135.02677043733036,0
-155.68588260819902,0
-185.57957284280866,0
-175.40464757931986,0
-138.8596025659091,0
-144.5571664359372,0
-182.39177801632883,0
-185.94290113794057,0
-135.2543809579328,0
-130.76506613801413,0
-183.05194297027546,0
-187.84541055915804,0
-138.56980743759854,0
-129.28616548046543,0
-179.98977550896478,0
-191.2711032945737,0
-151.8615338776277,0
-132.23770588796083,0
-170.40342397512845,0
-194.52649934321474,0
-161.4118056049439,0
-132.9502290081927,0
-152.28190142694226,0
-182.0297549612563,0
-169.61920815699972,0
-130.56567214845188,0
-142.92034234290864,0
-179.22843388937784,0
-159.38201936037302,0
-133.80679545010193,0
-157.63506696379608,0
-187.77506090467674,0
-171.6569425707127,0
-137.12946972619505,0
-144.3358274346445,0
-180.4330112885884,0
-184.4103901325862,0
-134.47951405437587,0
-128.78290523804978,0
-181.62900845966385,0
-186.41932437132994,0
-138.20316828963303,0
-128.796849022099,0
-179.59656928814314,0
-189.7361834315487,0
-148.65049476759063,0
-131.836657615075,0
-167.9851961665382,0
-189.11113858694512,0
-160.73302771551602,0
-134.43558158408385,0
-153.3451355217317,0
-183.6172604799054,0
-172.47537053478874,0
-139.07569474007346,0
-144.60832547924107,0
-179.39381138720825,0
-180.3120424631433,0
-136.85031814080793,0
-137.19679636871103,0
-181.59463713809967,0
-186.3204398345744,0
-135.31877280086334,0
